Solution 1:
Total Switches: 1214
Boundary Edges (1789):
  ngx_write_chain_to_file:302 -> ngx_write_file:195, Weight: 0, Domains: 0 -> 1
7684: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_body_filter + BinaryOperator:118:118: sz = 8, quan = 0
9111: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_body_filter + BinaryOperator:120:120: sz = 1, quan = 0
5527: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_body_filter + BinaryOperator:121:121: sz = 1, quan = 0
4790: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_body_filter + BinaryOperator:123:123: sz = 1, quan = 0
5519: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_body_filter + BinaryOperator:124:124: sz = 2, quan = 0
7041: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_body_filter + ForStmt:126:152: sz = 153, quan = 0
9629: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_body_filter + IfStmt:154:183: sz = 78, quan = 0
7035: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_body_filter + IfStmt:185:217: sz = 90, quan = 0
4022: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_body_filter + BinaryOperator:219:219: sz = 5, quan = 0
7266: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_body_filter + CallExpr:221:222: sz = 8, quan = 0
5516: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_body_filter + ReturnStmt:224:224: sz = 3, quan = 0

-- Function: ngx_http_chunked_create_trailers --
13015: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + DeclStmt:232:232: sz = 1, quan = 0
5511: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + DeclStmt:233:233: sz = 1, quan = 0
14996: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + DeclStmt:234:234: sz = 1, quan = 0
7020: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + DeclStmt:235:235: sz = 1, quan = 0
5508: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + DeclStmt:236:236: sz = 1, quan = 0
5504: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + DeclStmt:237:237: sz = 1, quan = 0
6254: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:239:239: sz = 1, quan = 0
5503: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:241:241: sz = 5, quan = 0
8966: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:242:242: sz = 5, quan = 0
5829: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + ForStmt:244:262: sz = 58, quan = 0
5493: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:264:264: sz = 7, quan = 0
4662: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + IfStmt:265:267: sz = 5, quan = 0
4522: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:269:269: sz = 4, quan = 0
8676: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:271:271: sz = 3, quan = 0
5489: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:272:272: sz = 5, quan = 0
9488: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:273:273: sz = 6, quan = 0
5488: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:274:274: sz = 6, quan = 0
5628: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + IfStmt:276:280: sz = 17, quan = 0
5487: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + CompoundAssignOperator:282:282: sz = 3, quan = 0
5479: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:284:284: sz = 8, quan = 0
5477: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + IfStmt:285:287: sz = 7, quan = 0
9713: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:289:289: sz = 6, quan = 0
6446: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:291:291: sz = 24, quan = 0
5472: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:292:292: sz = 6, quan = 0
5501: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:293:293: sz = 24, quan = 0
5469: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:295:295: sz = 5, quan = 0
5468: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:296:296: sz = 5, quan = 0
4771: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + ForStmt:298:323: sz = 114, quan = 0
3728: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + BinaryOperator:325:325: sz = 24, quan = 0
7676: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_create_trailers + ReturnStmt:327:327: sz = 3, quan = 0

-- Function: ngx_http_chunked_header_filter --
8367: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_header_filter + DeclStmt:62:62: sz = 1, quan = 0
8129: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_chunked_filter_module.c + ngx_http_chunked_header_filter + DeclStmt:63:63: sz = 1, quan = 0

-- Function: ngx_http_cleanup_add --
6357: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_core_module.c + ngx_http_cleanup_add + DeclStmt:2530:2530: sz = 1, quan = 0
8058: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_core_module.c + ngx_http_cleanup_add + BinaryOperator:2532:2532: sz = 4, quan = 0
13725: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_core_module.c + ngx_http_cleanup_add + BinaryOperator:2534:2534: sz = 6, quan = 0
4842: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_core_module.c + ngx_http_cleanup_add + IfStmt:2535:2537: sz = 5, quan = 0
12811: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_core_module.c + ngx_http_cleanup_add + IfStmt:2539:2547: sz = 22, quan = 0
5432: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_core_module.c + ngx_http_cleanup_add + BinaryOperator:2549:2549: sz = 3, quan = 0
8780: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_core_module.c + ngx_http_cleanup_add + BinaryOperator:2550:2550: sz = 6, quan = 0
4160: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_core_module.c + ngx_http_cleanup_add + BinaryOperator:2552:2552: sz = 4, quan = 0
8378: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_core_module.c + ngx_http_cleanup_add + ReturnStmt:2557:2557: sz = 3, quan = 0

-- Function: ngx_http_cmp_conf_addrs --
10159: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_cmp_conf_addrs + DeclStmt:1580:1580: sz = 2, quan = 0
6201: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_cmp_conf_addrs + BinaryOperator:1582:1582: sz = 3, quan = 0
5411: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_cmp_conf_addrs + BinaryOperator:1583:1583: sz = 3, quan = 0
5407: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_cmp_conf_addrs + IfStmt:1585:1588: sz = 11, quan = 0
10296: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_cmp_conf_addrs + IfStmt:1590:1593: sz = 11, quan = 0
5846: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_cmp_conf_addrs + IfStmt:1595:1598: sz = 20, quan = 0
6807: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_cmp_conf_addrs + IfStmt:1600:1603: sz = 20, quan = 0
4493: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_cmp_conf_addrs + ReturnStmt:1607:1607: sz = 2, quan = 0

-- Function: ngx_http_cmp_dns_wildcards --
4866: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_cmp_dns_wildcards + DeclStmt:1614:1614: sz = 2, quan = 0
4550: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_cmp_dns_wildcards + BinaryOperator:1616:1616: sz = 3, quan = 0
6104: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_cmp_dns_wildcards + BinaryOperator:1617:1617: sz = 3, quan = 0
13941: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_cmp_dns_wildcards + ReturnStmt:1619:1619: sz = 11, quan = 0

-- Function: ngx_http_cmp_referer_wildcards --
6765: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_referer_module.c + ngx_http_cmp_referer_wildcards + DeclStmt:676:676: sz = 2, quan = 0
5382: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_referer_module.c + ngx_http_cmp_referer_wildcards + BinaryOperator:678:678: sz = 3, quan = 0
7810: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_referer_module.c + ngx_http_cmp_referer_wildcards + BinaryOperator:679:679: sz = 3, quan = 0
8558: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_referer_module.c + ngx_http_cmp_referer_wildcards + ReturnStmt:681:681: sz = 11, quan = 0

-- Function: ngx_http_compile_complex_value --
5380: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + DeclStmt:110:110: sz = 1, quan = 0
6302: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + DeclStmt:111:111: sz = 4, quan = 0
5379: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + DeclStmt:112:112: sz = 6, quan = 0
5369: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + DeclStmt:113:113: sz = 1, quan = 0
5845: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:115:115: sz = 4, quan = 0
5367: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:117:117: sz = 1, quan = 0
5366: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:118:118: sz = 1, quan = 0
5364: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + ForStmt:120:129: sz = 50, quan = 0
5462: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + IfStmt:131:140: sz = 58, quan = 0
5363: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:142:142: sz = 8, quan = 0
8598: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:143:143: sz = 5, quan = 0
9342: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:144:144: sz = 5, quan = 0
5360: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:145:145: sz = 5, quan = 0
7065: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + IfStmt:147:149: sz = 8, quan = 0
6303: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:151:151: sz = 3, quan = 0
9054: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + IfStmt:153:157: sz = 11, quan = 0
6693: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:159:161: sz = 4, quan = 0
5204: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + IfStmt:163:165: sz = 11, quan = 0
5685: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:167:172: sz = 11, quan = 0
8983: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + IfStmt:174:176: sz = 11, quan = 0
10549: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:178:178: sz = 1, quan = 0
5195: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:179:179: sz = 1, quan = 0
5352: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:180:180: sz = 1, quan = 0
12378: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + CStyleCastExpr:182:182: sz = 2, quan = 0
11657: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:184:184: sz = 5, quan = 0
5350: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:185:185: sz = 3, quan = 0
5348: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:186:186: sz = 2, quan = 0
11076: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:187:187: sz = 2, quan = 0
7911: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:188:188: sz = 2, quan = 0
6575: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:189:189: sz = 5, quan = 0
7728: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:190:190: sz = 5, quan = 0
5342: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:191:191: sz = 14, quan = 0
3784: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:192:192: sz = 15, quan = 0
10726: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:193:193: sz = 15, quan = 0
5526: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + IfStmt:195:197: sz = 5, quan = 0
8840: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + IfStmt:199:202: sz = 22, quan = 0
7428: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:204:204: sz = 7, quan = 0
10388: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + BinaryOperator:205:205: sz = 7, quan = 0
4981: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_script.c + ngx_http_compile_complex_value + ReturnStmt:207:207: sz = 2, quan = 0

-- Function: ngx_http_copy_filter --
6821: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_copy_filter_module.c + ngx_http_copy_filter + DeclStmt:89:89: sz = 1, quan = 0
5297: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_copy_filter_module.c + ngx_http_copy_filter + DeclStmt:90:90: sz = 1, quan = 0
7833: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_copy_filter_module.c + ngx_http_copy_filter + DeclStmt:91:91: sz = 1, quan = 0
8015: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_copy_filter_module.c + ngx_http_copy_filter + DeclStmt:92:92: sz = 1, quan = 0
10391: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_copy_filter_module.c + ngx_http_copy_filter + DeclStmt:93:93: sz = 1, quan = 0
10637: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_copy_filter_module.c + ngx_http_copy_filter + BinaryOperator:95:95: sz = 4, quan = 0
5292: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_copy_filter_module.c + ngx_http_copy_filter + BinaryOperator:100:100: sz = 8, quan = 0
5289: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_copy_filter_module.c + ngx_http_copy_filter + IfStmt:102:146: sz = 204, quan = 0
6030: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http_copy_filter_module.c + ngx_http_copy_filter + BinaryOperator:152:152: sz = 4, quan = 0
